x,y,cc,treatment,area,source
563704.0,5705704.0,91.0,treated,non-inoculated,s2s
563714.0,5705704.0,86.0,treated,non-inoculated,s2s
563724.0,5705704.0,86.0,treated,non-inoculated,s2s
563734.0,5705704.0,89.0,treated,non-inoculated,s2s
563744.0,5705704.0,90.0,treated,non-inoculated,s2s
563754.0,5705704.0,92.0,treated,non-inoculated,s2s
563764.0,5705704.0,90.0,treated,non-inoculated,s2s
563774.0,5705704.0,90.0,treated,non-inoculated,s2s
563784.0,5705704.0,101.0,treated,non-inoculated,s2s
563694.0,5705694.0,90.0,treated,non-inoculated,s2s
563704.0,5705694.0,90.0,treated,non-inoculated,s2s
563714.0,5705694.0,87.0,treated,non-inoculated,s2s
563754.0,5705694.0,89.0,treated,non-inoculated,s2s
563764.0,5705694.0,87.0,treated,non-inoculated,s2s
563774.0,5705694.0,92.0,treated,non-inoculated,s2s
563784.0,5705694.0,99.0,treated,non-inoculated,s2s
563694.0,5705684.0,87.0,treated,non-inoculated,s2s
563704.0,5705684.0,91.0,treated,non-inoculated,s2s
563714.0,5705684.0,87.0,treated,non-inoculated,s2s
563764.0,5705684.0,88.0,treated,non-inoculated,s2s
563774.0,5705684.0,92.0,treated,non-inoculated,s2s
563784.0,5705684.0,98.0,treated,non-inoculated,s2s
563684.0,5705674.0,91.0,treated,non-inoculated,s2s
563694.0,5705674.0,89.0,treated,non-inoculated,s2s
563704.0,5705674.0,91.0,treated,non-inoculated,s2s
563714.0,5705674.0,84.0,treated,non-inoculated,s2s
563764.0,5705674.0,88.0,treated,non-inoculated,s2s
563774.0,5705674.0,92.0,treated,non-inoculated,s2s
563684.0,5705664.0,89.0,treated,non-inoculated,s2s
563694.0,5705664.0,91.0,treated,non-inoculated,s2s
563704.0,5705664.0,88.0,treated,non-inoculated,s2s
563714.0,5705664.0,85.0,treated,non-inoculated,s2s
563754.0,5705664.0,92.0,treated,non-inoculated,s2s
563764.0,5705664.0,90.0,treated,non-inoculated,s2s
563774.0,5705664.0,93.0,treated,non-inoculated,s2s
563684.0,5705654.0,90.0,treated,non-inoculated,s2s
563694.0,5705654.0,89.0,treated,non-inoculated,s2s
563704.0,5705654.0,90.0,treated,non-inoculated,s2s
563714.0,5705654.0,87.0,treated,non-inoculated,s2s
563724.0,5705654.0,87.0,treated,non-inoculated,s2s
563734.0,5705654.0,84.0,treated,non-inoculated,s2s
563744.0,5705654.0,85.0,treated,non-inoculated,s2s
563754.0,5705654.0,91.0,treated,non-inoculated,s2s
563764.0,5705654.0,88.0,treated,non-inoculated,s2s
563774.0,5705654.0,94.0,treated,non-inoculated,s2s
563684.0,5705644.0,84.0,treated,non-inoculated,s2s
563694.0,5705644.0,91.0,treated,non-inoculated,s2s
563704.0,5705644.0,89.0,treated,non-inoculated,s2s
563714.0,5705644.0,86.0,treated,non-inoculated,s2s
563744.0,5705644.0,85.0,treated,non-inoculated,s2s
563754.0,5705644.0,86.0,treated,non-inoculated,s2s
563764.0,5705644.0,85.0,treated,non-inoculated,s2s
563774.0,5705644.0,93.0,treated,non-inoculated,s2s
563684.0,5705634.0,87.0,treated,non-inoculated,s2s
563694.0,5705634.0,91.0,treated,non-inoculated,s2s
563704.0,5705634.0,89.0,treated,non-inoculated,s2s
563754.0,5705634.0,81.0,treated,non-inoculated,s2s
563764.0,5705634.0,84.0,treated,non-inoculated,s2s
563774.0,5705634.0,94.0,treated,non-inoculated,s2s
563684.0,5705624.0,87.0,treated,non-inoculated,s2s
563694.0,5705624.0,89.0,treated,non-inoculated,s2s
563704.0,5705624.0,85.0,treated,non-inoculated,s2s
563754.0,5705624.0,82.0,treated,non-inoculated,s2s
563764.0,5705624.0,87.0,treated,non-inoculated,s2s
563774.0,5705624.0,93.0,treated,non-inoculated,s2s
563674.0,5705614.0,88.0,treated,non-inoculated,s2s
563684.0,5705614.0,89.0,treated,non-inoculated,s2s
563694.0,5705614.0,87.0,treated,non-inoculated,s2s
563704.0,5705614.0,83.0,treated,non-inoculated,s2s
563744.0,5705614.0,85.0,treated,non-inoculated,s2s
563754.0,5705614.0,79.0,treated,non-inoculated,s2s
563764.0,5705614.0,85.0,treated,non-inoculated,s2s
563674.0,5705604.0,87.0,treated,non-inoculated,s2s
563684.0,5705604.0,86.0,treated,non-inoculated,s2s
563694.0,5705604.0,83.0,treated,non-inoculated,s2s
563704.0,5705604.0,83.0,treated,non-inoculated,s2s
563714.0,5705604.0,83.0,treated,non-inoculated,s2s
563724.0,5705604.0,80.0,treated,non-inoculated,s2s
563734.0,5705604.0,79.0,treated,non-inoculated,s2s
563744.0,5705604.0,84.0,treated,non-inoculated,s2s
563754.0,5705604.0,79.0,treated,non-inoculated,s2s
563764.0,5705604.0,87.0,treated,non-inoculated,s2s
563674.0,5705594.0,83.0,treated,non-inoculated,s2s
563684.0,5705594.0,86.0,treated,non-inoculated,s2s
563694.0,5705594.0,82.0,treated,non-inoculated,s2s
563704.0,5705594.0,82.0,treated,non-inoculated,s2s
563714.0,5705594.0,82.0,treated,non-inoculated,s2s
563724.0,5705594.0,76.0,treated,non-inoculated,s2s
563734.0,5705594.0,79.0,treated,non-inoculated,s2s
563744.0,5705594.0,87.0,treated,non-inoculated,s2s
563754.0,5705594.0,81.0,treated,non-inoculated,s2s
563764.0,5705594.0,90.0,treated,non-inoculated,s2s
563604.0,5705714.0,91.0,untreated,non-inoculated,s2s
563614.0,5705714.0,90.0,untreated,non-inoculated,s2s
563624.0,5705714.0,96.0,untreated,non-inoculated,s2s
563634.0,5705714.0,92.0,untreated,non-inoculated,s2s
563644.0,5705714.0,93.0,untreated,non-inoculated,s2s
563654.0,5705714.0,92.0,untreated,non-inoculated,s2s
563664.0,5705714.0,85.0,untreated,non-inoculated,s2s
563674.0,5705714.0,89.0,untreated,non-inoculated,s2s
563684.0,5705714.0,89.0,untreated,non-inoculated,s2s
563594.0,5705704.0,94.0,untreated,non-inoculated,s2s
563604.0,5705704.0,93.0,untreated,non-inoculated,s2s
563614.0,5705704.0,95.0,untreated,non-inoculated,s2s
563624.0,5705704.0,101.0,untreated,non-inoculated,s2s
563634.0,5705704.0,92.0,untreated,non-inoculated,s2s
563644.0,5705704.0,93.0,untreated,non-inoculated,s2s
563654.0,5705704.0,87.0,untreated,non-inoculated,s2s
563664.0,5705704.0,81.0,untreated,non-inoculated,s2s
563674.0,5705704.0,89.0,untreated,non-inoculated,s2s
563684.0,5705704.0,87.0,untreated,non-inoculated,s2s
563594.0,5705694.0,96.0,untreated,non-inoculated,s2s
563604.0,5705694.0,95.0,untreated,non-inoculated,s2s
563614.0,5705694.0,99.0,untreated,non-inoculated,s2s
563654.0,5705694.0,82.0,untreated,non-inoculated,s2s
563664.0,5705694.0,76.0,untreated,non-inoculated,s2s
563674.0,5705694.0,90.0,untreated,non-inoculated,s2s
563684.0,5705694.0,89.0,untreated,non-inoculated,s2s
563594.0,5705684.0,98.0,untreated,non-inoculated,s2s
563604.0,5705684.0,95.0,untreated,non-inoculated,s2s
563654.0,5705684.0,81.0,untreated,non-inoculated,s2s
563664.0,5705684.0,81.0,untreated,non-inoculated,s2s
563674.0,5705684.0,92.0,untreated,non-inoculated,s2s
563684.0,5705684.0,88.0,untreated,non-inoculated,s2s
563594.0,5705674.0,94.0,untreated,non-inoculated,s2s
563604.0,5705674.0,92.0,untreated,non-inoculated,s2s
563654.0,5705674.0,84.0,untreated,non-inoculated,s2s
563664.0,5705674.0,84.0,untreated,non-inoculated,s2s
563674.0,5705674.0,93.0,untreated,non-inoculated,s2s
563594.0,5705664.0,93.0,untreated,non-inoculated,s2s
563604.0,5705664.0,91.0,untreated,non-inoculated,s2s
563614.0,5705664.0,99.0,untreated,non-inoculated,s2s
563654.0,5705664.0,86.0,untreated,non-inoculated,s2s
563664.0,5705664.0,87.0,untreated,non-inoculated,s2s
563674.0,5705664.0,92.0,untreated,non-inoculated,s2s
563584.0,5705654.0,94.0,untreated,non-inoculated,s2s
563594.0,5705654.0,88.0,untreated,non-inoculated,s2s
563604.0,5705654.0,87.0,untreated,non-inoculated,s2s
563614.0,5705654.0,96.0,untreated,non-inoculated,s2s
563624.0,5705654.0,89.0,untreated,non-inoculated,s2s
563634.0,5705654.0,92.0,untreated,non-inoculated,s2s
563644.0,5705654.0,90.0,untreated,non-inoculated,s2s
563654.0,5705654.0,83.0,untreated,non-inoculated,s2s
563664.0,5705654.0,88.0,untreated,non-inoculated,s2s
563674.0,5705654.0,91.0,untreated,non-inoculated,s2s
563584.0,5705644.0,94.0,untreated,non-inoculated,s2s
563594.0,5705644.0,87.0,untreated,non-inoculated,s2s
563604.0,5705644.0,89.0,untreated,non-inoculated,s2s
563644.0,5705644.0,86.0,untreated,non-inoculated,s2s
563654.0,5705644.0,81.0,untreated,non-inoculated,s2s
563664.0,5705644.0,86.0,untreated,non-inoculated,s2s
563674.0,5705644.0,85.0,untreated,non-inoculated,s2s
563584.0,5705634.0,97.0,untreated,non-inoculated,s2s
563594.0,5705634.0,91.0,untreated,non-inoculated,s2s
563604.0,5705634.0,90.0,untreated,non-inoculated,s2s
563644.0,5705634.0,83.0,untreated,non-inoculated,s2s
563654.0,5705634.0,82.0,untreated,non-inoculated,s2s
563664.0,5705634.0,86.0,untreated,non-inoculated,s2s
563674.0,5705634.0,87.0,untreated,non-inoculated,s2s
563584.0,5705624.0,98.0,untreated,non-inoculated,s2s
563594.0,5705624.0,88.0,untreated,non-inoculated,s2s
563604.0,5705624.0,92.0,untreated,non-inoculated,s2s
563644.0,5705624.0,84.0,untreated,non-inoculated,s2s
563654.0,5705624.0,83.0,untreated,non-inoculated,s2s
563664.0,5705624.0,88.0,untreated,non-inoculated,s2s
563674.0,5705624.0,88.0,untreated,non-inoculated,s2s
563584.0,5705614.0,98.0,untreated,non-inoculated,s2s
563594.0,5705614.0,89.0,untreated,non-inoculated,s2s
563604.0,5705614.0,92.0,untreated,non-inoculated,s2s
563644.0,5705614.0,84.0,untreated,non-inoculated,s2s
563654.0,5705614.0,85.0,untreated,non-inoculated,s2s
563664.0,5705614.0,87.0,untreated,non-inoculated,s2s
563584.0,5705604.0,97.0,untreated,non-inoculated,s2s
563594.0,5705604.0,89.0,untreated,non-inoculated,s2s
563604.0,5705604.0,92.0,untreated,non-inoculated,s2s
563614.0,5705604.0,84.0,untreated,non-inoculated,s2s
563624.0,5705604.0,82.0,untreated,non-inoculated,s2s
563634.0,5705604.0,87.0,untreated,non-inoculated,s2s
563644.0,5705604.0,86.0,untreated,non-inoculated,s2s
563654.0,5705604.0,86.0,untreated,non-inoculated,s2s
563664.0,5705604.0,85.0,untreated,non-inoculated,s2s
563574.0,5705594.0,113.0,untreated,non-inoculated,s2s
563584.0,5705594.0,92.0,untreated,non-inoculated,s2s
563594.0,5705594.0,90.0,untreated,non-inoculated,s2s
563604.0,5705594.0,91.0,untreated,non-inoculated,s2s
563614.0,5705594.0,86.0,untreated,non-inoculated,s2s
563624.0,5705594.0,87.0,untreated,non-inoculated,s2s
563634.0,5705594.0,87.0,untreated,non-inoculated,s2s
563644.0,5705594.0,83.0,untreated,non-inoculated,s2s
563654.0,5705594.0,84.0,untreated,non-inoculated,s2s
563664.0,5705594.0,84.0,untreated,non-inoculated,s2s
563724.0,5705694.0,88.0,treated,inoculated,s2s
563734.0,5705694.0,89.0,treated,inoculated,s2s
563744.0,5705694.0,91.0,treated,inoculated,s2s
563724.0,5705684.0,86.0,treated,inoculated,s2s
563734.0,5705684.0,87.0,treated,inoculated,s2s
563744.0,5705684.0,90.0,treated,inoculated,s2s
563754.0,5705684.0,91.0,treated,inoculated,s2s
563724.0,5705674.0,89.0,treated,inoculated,s2s
563734.0,5705674.0,89.0,treated,inoculated,s2s
563744.0,5705674.0,89.0,treated,inoculated,s2s
563754.0,5705674.0,92.0,treated,inoculated,s2s
563724.0,5705664.0,87.0,treated,inoculated,s2s
563734.0,5705664.0,86.0,treated,inoculated,s2s
563744.0,5705664.0,86.0,treated,inoculated,s2s
563724.0,5705644.0,87.0,treated,inoculated,s2s
563734.0,5705644.0,85.0,treated,inoculated,s2s
563714.0,5705634.0,84.0,treated,inoculated,s2s
563724.0,5705634.0,83.0,treated,inoculated,s2s
563734.0,5705634.0,81.0,treated,inoculated,s2s
563744.0,5705634.0,81.0,treated,inoculated,s2s
563714.0,5705624.0,85.0,treated,inoculated,s2s
563724.0,5705624.0,80.0,treated,inoculated,s2s
563734.0,5705624.0,79.0,treated,inoculated,s2s
563744.0,5705624.0,84.0,treated,inoculated,s2s
563714.0,5705614.0,83.0,treated,inoculated,s2s
563724.0,5705614.0,79.0,treated,inoculated,s2s
563734.0,5705614.0,78.0,treated,inoculated,s2s
563624.0,5705694.0,101.0,untreated,inoculated,s2s
563634.0,5705694.0,91.0,untreated,inoculated,s2s
563644.0,5705694.0,95.0,untreated,inoculated,s2s
563614.0,5705684.0,101.0,untreated,inoculated,s2s
563624.0,5705684.0,100.0,untreated,inoculated,s2s
563634.0,5705684.0,95.0,untreated,inoculated,s2s
563644.0,5705684.0,94.0,untreated,inoculated,s2s
563614.0,5705674.0,104.0,untreated,inoculated,s2s
563624.0,5705674.0,98.0,untreated,inoculated,s2s
563634.0,5705674.0,96.0,untreated,inoculated,s2s
563644.0,5705674.0,92.0,untreated,inoculated,s2s
563624.0,5705664.0,94.0,untreated,inoculated,s2s
563634.0,5705664.0,91.0,untreated,inoculated,s2s
563644.0,5705664.0,91.0,untreated,inoculated,s2s
563614.0,5705644.0,93.0,untreated,inoculated,s2s
563624.0,5705644.0,87.0,untreated,inoculated,s2s
563634.0,5705644.0,92.0,untreated,inoculated,s2s
563614.0,5705634.0,90.0,untreated,inoculated,s2s
563624.0,5705634.0,86.0,untreated,inoculated,s2s
563634.0,5705634.0,89.0,untreated,inoculated,s2s
563614.0,5705624.0,86.0,untreated,inoculated,s2s
563624.0,5705624.0,83.0,untreated,inoculated,s2s
563634.0,5705624.0,88.0,untreated,inoculated,s2s
563614.0,5705614.0,83.0,untreated,inoculated,s2s
563624.0,5705614.0,81.0,untreated,inoculated,s2s
563634.0,5705614.0,87.0,untreated,inoculated,s2s
